node_id,osm_node_id,osm_highway,lat,lng
50679,3588508439,crossing,-74.0146395,40.7154577
50682,246866830,crossing,-74.0133627,40.7165765
50685,246866828,crossing,-74.0131749,40.7173206
50908,4259278549,crossing,-73.9747969,40.7460254
51165,595105472,crossing,-73.9693839,40.7494069
51170,3569749129,crossing,-73.967624,40.7517105
51216,5619144360,crossing,-73.9874749,40.7801821
51345,595473133,crossing,-73.9371081,40.8488953
51346,595473148,crossing,-73.9359705,40.8484632
51347,595473185,crossing,-73.9363421,40.847954
51349,595473222,crossing,-73.9351119,40.8474367
51873,596415314,crossing,-73.8853442,40.8283433
52511,7985719891,crossing,-73.9293559,40.7471518
53583,4969288819,crossing,-73.792541,40.7064907
53587,4969288818,crossing,-73.7926858,40.7063102
54221,3785702959,crossing,-73.9425443,40.761881
54274,42429946,crossing,-73.9192622,40.8709698
54419,3932847282,crossing,-73.975093,40.7444317
54653,6813394087,crossing,-73.938069,40.7495026
54969,3601295702,crossing,-73.9762243,40.7359216
55045,6900903299,crossing,-73.9680942,40.8014388
55419,42784049,crossing,-73.8705015,40.8396493
55450,42464365,crossing,-73.9519083,40.5769535
55451,42464368,crossing,-73.9509885,40.5770541
55452,42464374,crossing,-73.9500722,40.5771543
55453,42464377,crossing,-73.9491506,40.5772552
55454,42464380,crossing,-73.9482283,40.5773561
55568,3785702992,crossing,-73.9492664,40.7627522
55580,592643525,crossing,-73.9388948,40.7497947
56375,2109100952,crossing,-73.8389426,40.7635082
57413,1764400297,crossing,-73.9255794,40.8612972
57621,3569749103,crossing,-73.9697867,40.7486684
57933,6814486554,crossing,-73.8550819,40.8091809
58129,2358056454,crossing,-73.925614,40.6683712
58787,5041369237,crossing,-73.9890408,40.7166726
58940,246866806,crossing,-74.0141081,40.7138593
58964,6912871508,crossing,-73.9708388,40.7984984
59062,42428583,crossing,-73.9822744,40.7721841
59075,3579432156,crossing,-73.9666013,40.8041328
59227,5680624676,crossing,-73.8587099,40.75063
59242,6452806846,crossing,-73.9240816,40.774553
59678,42495318,crossing,-73.9683779,40.590756
59679,42516953,crossing,-73.9674479,40.590857
59680,42498753,crossing,-73.966519,40.590953
59689,2356694542,crossing,-73.9397393,40.5782856
59699,42528470,crossing,-73.958998,40.591784
59700,42519466,crossing,-73.957676,40.5919275
59701,42506080,crossing,-73.957003,40.592002
59702,42514130,crossing,-73.956077,40.592101
59854,5601058266,crossing,-73.8306031,40.7602317
60218,42492771,crossing,-73.95781,40.578269
60309,42934705,crossing,-73.7947035,40.7937319
60310,6760913185,crossing,-73.8104069,40.7935614
60542,5438131219,crossing,-73.8080867,40.7017568
60547,4232999226,crossing,-73.7931294,40.71081
60549,4232999223,crossing,-73.7929785,40.7106045
60624,5466242511,crossing,-73.9476375,40.6328249
60830,4457118209,crossing,-73.9386928,40.7500854
60832,6813394098,crossing,-73.9388549,40.7501525
61015,4115878744,crossing,-73.9822497,40.7400489
61041,9654528018,crossing,-73.9872881,40.5978336
61262,454381283,crossing,-73.969277,40.6169945
61520,4575780120,crossing,-73.9642119,40.6722236
61754,42493352,crossing,-73.9577106,40.730589
61759,42506516,crossing,-73.957944,40.7320089
61880,42501416,crossing,-74.0027881,40.5746498
61893,42528891,crossing,-73.9822385,40.5754078
62233,6400873695,crossing,-73.9854004,40.5789167
62340,42769585,crossing,-73.8682604,40.8579849
62532,2346791756,crossing,-74.0757224,40.6429
62608,2318552296,crossing,-73.9320456,40.5841779
62696,9320726029,crossing,-73.8421504,40.840719
62708,6814489286,crossing,-73.8826646,40.8227682
62738,42748131,crossing,-73.9270186,40.8281858
62739,2829219659,crossing,-73.9273337,40.8283015
62748,42734546,crossing,-73.8821439,40.8164004
62789,9335899393,crossing,-73.810023,40.8184661
62820,42746959,crossing,-73.8908162,40.8358192
62987,2328486881,crossing,-73.9748595,40.5800182
63103,6415815544,crossing,-73.9177671,40.8159853
63275,9563662424,crossing,-73.9190306,40.8643512
63276,9561566543,crossing,-73.9193764,40.8638633
63354,6469308957,crossing,-73.7353754,40.7332204
63438,2883532168,crossing,-73.9279387,40.7766485
63501,2356694621,crossing,-73.971104,40.6265473
63521,2356694623,crossing,-73.9717366,40.6299098
63593,598043774,crossing,-73.9912281,40.6964222
63624,2022411379,crossing,-73.9625942,40.6717626
63691,2282434915,crossing,-73.9656896,40.5874659
63692,2282434919,crossing,-73.9655238,40.5881751
63693,2282434928,crossing,-73.9651833,40.5896763
63694,2282434932,crossing,-73.9650204,40.5903799
63697,2282434945,crossing,-73.9646589,40.5918934
63698,2282434947,crossing,-73.9644928,40.5926044
63707,2375744263,crossing,-73.9710263,40.6256953
63898,2411398992,crossing,-73.9271304,40.8280327
64007,276297469,crossing,-73.8942186,40.7397035
65153,2282434955,crossing,-73.9651173,40.5944493
66893,2876736744,crossing,-73.7458836,40.6950786
66913,42833785,crossing,-73.7982602,40.7469663
67169,42530967,crossing,-73.965996,40.593175
67181,3025003084,crossing,-73.9157306,40.7711087
67301,42739363,crossing,-73.8682351,40.8778539
67428,2358056456,crossing,-73.9625371,40.6714988
67461,410545098,crossing,-74.0751526,40.6452091
67531,6173564360,crossing,-73.9821056,40.7729933
67558,9609974035,crossing,-73.9724556,40.6066859
68013,1398606012,crossing,-73.9199812,40.772149
68092,3785586743,crossing,-73.9646643,40.7599331
68134,3788223722,crossing,-73.8412213,40.7850969
68195,9379910396,crossing,-73.9730889,40.5969956
68424,3235708624,crossing,-73.9817562,40.778662
68480,588546891,crossing,-74.0142529,40.7045308
68513,7761710855,crossing,-73.8108971,40.7646867
68776,4232999225,crossing,-73.7931262,40.7106808
68780,7128011449,crossing,-73.7964981,40.7095004
69779,4202950101,crossing,-73.9954564,40.7172302
69788,6469308956,crossing,-73.7354071,40.7334939
69885,4378236618,crossing,-73.9578475,40.7612647
70383,9408378642,crossing,-73.968506,40.576452
70384,9408378641,crossing,-73.9685629,40.5762044
70390,4204432889,crossing,-73.9587919,40.5781691
70646,4882007161,crossing,-73.7336709,40.6735895
70737,4205119696,crossing,-73.7611909,40.7203207
71148,4588381503,crossing,-74.1699285,40.5707615
71221,9335876512,crossing,-73.8418734,40.8405584
71364,4588381514,crossing,-74.1679458,40.594276
71507,7761724018,crossing,-73.8128402,40.7650573
71771,4207683803,crossing,-73.9757564,40.7447135
71772,4207683802,crossing,-73.9752881,40.7445155
72207,4207882444,crossing,-73.8860626,40.8368031
72310,3977886253,crossing,-73.9733542,40.7609373
72883,42509877,crossing,-73.921584,40.607639
72898,5142961404,crossing,-73.7310883,40.7122113
72921,607954922,crossing,-73.9487948,40.7548828
73026,3929370532,crossing,-74.1360852,40.5568694
73028,3929370530,crossing,-74.1360924,40.5567682
73029,4482096800,crossing,-74.1359561,40.5568745
73166,4526249140,crossing,-74.0796292,40.6247006
73344,7752769089,crossing,-73.7815303,40.7909164
73354,7717123189,crossing,-73.9111651,40.6995674
73594,1723603474,crossing,-73.9677178,40.6977783
73621,7667234473,crossing,-73.9342582,40.7460646
73699,4841945995,crossing,-74.0043727,40.7333791
73729,3891963913,crossing,-74.0027659,40.728233
73734,4625620213,crossing,-73.9967212,40.7150821
73809,3570249922,crossing,-73.9255139,40.7620367
73861,454381189,crossing,-73.9742635,40.6432834
73918,7661884437,crossing,-73.85519,40.7572633
74322,7667744674,crossing,-73.7593279,40.7134379
74349,42761255,crossing,-73.91817,40.8153232
74414,6814375755,crossing,-73.8625277,40.8236161
74432,42470944,crossing,-73.981217,40.6057273
74601,449581964,crossing,-73.9889484,40.7422494
74770,454381206,crossing,-73.9733559,40.6385094
74776,454381214,crossing,-73.9729006,40.636118
74778,454381269,crossing,-73.9706461,40.6241617
74781,9609856245,crossing,-73.9731252,40.6088063
74950,5396235179,crossing,-73.7832882,40.6900926
75001,5421246251,crossing,-73.8339117,40.7570327
75210,5489297461,crossing,-73.8234407,40.7301269
75348,6935546573,crossing,-73.9697267,40.6978627
75645,7767939929,crossing,-73.7956543,40.7729596
75718,5619144361,crossing,-73.9878969,40.7795083
75739,6814460181,crossing,-73.873798,40.8297323
75862,9654528017,crossing,-73.9870974,40.598017
75917,3931519753,crossing,-73.9334544,40.798685
76002,5516490419,crossing,-73.8310925,40.583949
76423,42723892,crossing,-73.8971095,40.892084
76534,3831856763,crossing,-73.9666131,40.7531728
76637,7823795998,crossing,-73.833014,40.7479408
76723,42808563,crossing,-73.803514,40.779726
76731,8998651236,crossing,-73.8442959,40.8512197
76786,6216836461,crossing,-73.931985,40.7954451
76944,6778378704,crossing,-73.8859732,40.77236
76977,1241864793,crossing,-73.9525692,40.7585344
76983,42426915,crossing,-73.9494635,40.7623794
77022,7480515817,crossing,-73.992313,40.71089
77071,4927558979,crossing,-73.9108223,40.7688372
77073,4882007162,crossing,-73.7336323,40.6734875
77300,6639973914,crossing,-73.772597,40.7106347
77358,6696165818,crossing,-74.1736861,40.545909
77955,3639382768,crossing,-73.978747,40.7508213
78102,7480301867,crossing,-73.9886028,40.7227481
78385,6456411392,crossing,-73.9350092,40.765764
78414,2302054339,crossing,-73.9277416,40.7767857
78457,5455212540,crossing,-73.7791394,40.7578205
78467,7761782192,crossing,-73.8281417,40.7637653
78510,5142961405,crossing,-73.7312583,40.7120299
78516,7776141504,crossing,-73.7618861,40.7066151
78530,3788223737,crossing,-73.8411697,40.7853163
78546,7785225583,crossing,-73.8177035,40.7494428
78682,2447752391,crossing,-73.8657484,40.7615724
78726,7804802084,crossing,-73.7605935,40.7135699
78823,9457151143,crossing,-73.9662343,40.7997017
78849,2356694551,crossing,-73.8913356,40.5818599
78862,5272352961,crossing,-73.9596513,40.5801206
78900,7761782201,crossing,-73.8317084,40.7628304
78931,4012935769,crossing,-73.9673529,40.7519128
78991,7761782202,crossing,-73.8283073,40.763832
79007,5015708742,crossing,-73.7747097,40.6590712
79084,8433097858,crossing,-73.9165363,40.5608302
79086,8433097888,crossing,-73.9155372,40.5607612
79088,8433162771,crossing,-73.9284562,40.5576922
79222,8239225253,crossing,-74.0014742,40.7465529
79250,6761711404,crossing,-73.7922446,40.7692183
79458,6814507241,crossing,-73.8439143,40.8289477
79689,6814489628,crossing,-73.8754224,40.8292583
79860,4347550054,crossing,-73.9815098,40.7685547
79907,9496980743,crossing,-73.969921,40.7997606
79972,691162789,crossing,-73.7769464,40.7584039
80025,6814393512,crossing,-73.8625702,40.8237968
80079,9609856244,crossing,-73.9728502,40.6088376
80081,9609974034,crossing,-73.9727405,40.6066544
80082,9609965252,crossing,-73.9736242,40.6113622
80084,9379910397,crossing,-73.9733824,40.5969638
80115,6814377906,crossing,-73.8556985,40.8253845
48,371239958,motorway_junction,-73.929158,40.7972731
50,370913758,motorway_junction,-73.9743448,40.7373672
56,60921167,motorway_junction,-73.9314737,40.8456728
62,42423170,motorway_junction,-73.9326159,40.8026802
66,278608816,motorway_junction,-73.9993088,40.708495
67,42423331,motorway_junction,-73.9836863,40.7858781
70,486819535,motorway_junction,-74.0038416,40.7117782
82,42433431,motorway_junction,-73.9302797,40.7949399
85,42424258,motorway_junction,-74.0067668,40.7217241
108,42424937,motorway_junction,-73.967223,40.8105617
124,42458435,motorway_junction,-73.9767319,40.795685
126,42425681,motorway_junction,-73.9291221,40.7993064
128,371337250,motorway_junction,-73.9349155,40.8299306
143,42426799,motorway_junction,-73.9303673,40.8025637
147,42426865,motorway_junction,-73.974504,40.7374172
156,42426971,motorway_junction,-73.9343644,40.8188825
158,60924412,motorway_junction,-73.9296134,40.847633
161,42427009,motorway_junction,-73.9367296,40.7904084
163,42438809,motorway_junction,-73.9506562,40.7668604
646,5426969134,motorway_junction,-73.9620534,40.7550423
855,370924677,motorway_junction,-73.9637246,40.7531899
1168,373778409,motorway_junction,-73.9348199,40.8365944
1507,277481443,motorway_junction,-73.9188157,40.7992715
1563,370892861,motorway_junction,-73.9755366,40.7165045
1679,2889974131,motorway_junction,-73.9243179,40.8451147
2282,479715943,motorway_junction,-73.964979,40.695756
2284,449621818,motorway_junction,-73.9989243,40.6907411
2288,9435402694,motorway_junction,-73.9080435,40.5926736
2289,452242955,motorway_junction,-73.9051855,40.5940848
2292,598365407,motorway_junction,-74.0239138,40.6191826
2294,598043800,motorway_junction,-73.9811574,40.6968008
2296,452196762,motorway_junction,-74.0404979,40.6304256
2298,452271525,motorway_junction,-73.9048298,40.5992932
2299,452246180,motorway_junction,-73.9110073,40.5993357
2300,455439451,motorway_junction,-73.9528034,40.5849433
2306,455443121,motorway_junction,-74.0151338,40.6027028
2308,455442131,motorway_junction,-73.9873733,40.5844246
2312,455421997,motorway_junction,-73.9650934,40.5840058
2314,455426983,motorway_junction,-73.9305053,40.5854216
2318,455369882,motorway_junction,-74.0190561,40.6036773
2320,452390583,motorway_junction,-73.8828895,40.6328194
2322,455439499,motorway_junction,-73.9601023,40.584758
2336,1398906469,motorway_junction,-73.8974626,40.6787893
2344,455430693,motorway_junction,-73.9250006,40.5842332
2355,598033054,motorway_junction,-73.9553341,40.7110715
2357,476026026,motorway_junction,-73.9460342,40.7189876
2362,452389370,motorway_junction,-73.8883061,40.6288936
2366,452269962,motorway_junction,-73.9076486,40.5967089
2370,448096469,motorway_junction,-74.0356467,40.6104321
2372,42463694,motorway_junction,-74.0298915,40.641521
2377,455442167,motorway_junction,-73.99701,40.5943356
2379,451051793,motorway_junction,-73.9985681,40.6909691
2381,455421945,motorway_junction,-73.9738273,40.5829082
2383,455481630,motorway_junction,-74.0182701,40.6045537
2385,451663020,motorway_junction,-74.0325011,40.6414447
2389,449388544,motorway_junction,-74.0078103,40.6543286
2391,449388516,motorway_junction,-74.0079539,40.6539787
2402,455369962,motorway_junction,-74.0031344,40.5967285
2404,449388143,motorway_junction,-73.9961373,40.665491
2410,455378634,motorway_junction,-73.9916591,40.5871918
2414,479715815,motorway_junction,-73.9599755,40.7036692
2422,452389990,motorway_junction,-73.8745795,40.6456867
7528,486864458,motorway_junction,-73.9613028,40.7101361
7561,449025263,motorway_junction,-74.017021,40.6454647
7841,1398906450,motorway_junction,-73.8966056,40.6820966
9025,42718564,motorway_junction,-73.8109753,40.8197293
9115,42720264,motorway_junction,-73.8713074,40.8515924
9117,471201428,motorway_junction,-73.8724297,40.8566192
9119,85191908,motorway_junction,-73.872369,40.8686213
9123,103127933,motorway_junction,-73.8375028,40.8305364
9125,252112422,motorway_junction,-73.894573,40.8997255
9129,42721059,motorway_junction,-73.8284976,40.8607964
9130,487059787,motorway_junction,-73.8288199,40.8605446
9131,487064658,motorway_junction,-73.8273164,40.8605151
9133,42721199,motorway_junction,-73.8359882,40.8232968
9134,103196253,motorway_junction,-73.8362714,40.8265378
9135,596455780,motorway_junction,-73.8400338,40.8281616
9137,85188916,motorway_junction,-73.8693765,40.8804765
9149,470538068,motorway_junction,-73.8358025,40.8520936
9153,42722100,motorway_junction,-73.8705669,40.8764683
9157,103078604,motorway_junction,-73.8662843,40.8348834
9159,42718785,motorway_junction,-73.8665674,40.8351191
9162,103120582,motorway_junction,-73.8486195,40.8296027
9163,470853209,motorway_junction,-73.8256897,40.8386724
9166,596400224,motorway_junction,-73.8861698,40.8248999
9167,102989915,motorway_junction,-73.8841227,40.892748
9171,481201577,motorway_junction,-73.8962896,40.8860977
9179,103143123,motorway_junction,-73.832309,40.8307188
9180,103145200,motorway_junction,-73.8353002,40.8300756
9181,470538087,motorway_junction,-73.8322227,40.8563871
9182,470210562,motorway_junction,-73.8321201,40.8560387
9183,106692763,motorway_junction,-73.8539444,40.826773
9185,1858043580,motorway_junction,-73.8312651,40.8660257
9187,65560765,motorway_junction,-73.8879119,40.9036883
9191,529054624,motorway_junction,-73.9322103,40.8303761
9203,42724759,motorway_junction,-73.9210433,40.8055148
9205,103049637,motorway_junction,-73.8738855,40.8362103
9212,630660880,motorway_junction,-73.8720054,40.8661674
9216,471202008,motorway_junction,-73.8754903,40.8556184
9218,42725187,motorway_junction,-73.8726548,40.8587022
9224,767390412,motorway_junction,-73.8264686,40.8560215
9226,42725324,motorway_junction,-73.9264966,40.8075563
9228,529288546,motorway_junction,-73.9317081,40.8332548
9230,65497126,motorway_junction,-73.8264462,40.8557394
9237,42725574,motorway_junction,-73.8728013,40.8245282
9241,42725700,motorway_junction,-73.8697651,40.8570869
9244,42725818,motorway_junction,-73.826414,40.857039
9246,42761217,motorway_junction,-73.9267883,40.8045502
9250,6215332798,motorway_junction,-73.8644943,40.8253366
9254,42756975,motorway_junction,-73.8187658,40.8726418
9256,772813411,motorway_junction,-73.8191101,40.8709899
9258,596455682,motorway_junction,-73.8442877,40.8279761
9260,65467668,motorway_junction,-73.8267395,40.8629382
9265,471826416,motorway_junction,-73.803851,40.8177297
9269,1346462856,motorway_junction,-73.822293,40.8851218
9273,460417281,motorway_junction,-73.816077,40.8834726
9279,65444338,motorway_junction,-73.8331702,40.8697771
9281,42726699,motorway_junction,-73.8721242,40.8358335
9283,42783237,motorway_junction,-73.8708239,40.8357072
9289,42726842,motorway_junction,-73.8739084,40.8344118
9291,42728429,motorway_junction,-73.872432,40.836717
9292,42726881,motorway_junction,-73.8716806,40.8631172
9298,470853543,motorway_junction,-73.8254236,40.8396854
9302,60915901,motorway_junction,-73.9055901,40.8740402
9309,60919842,motorway_junction,-73.9188729,40.8543602
9318,470210173,motorway_junction,-73.8350321,40.8563535
9320,596686982,motorway_junction,-73.8707595,40.8364359
9322,103049649,motorway_junction,-73.8738287,40.8318323
9335,42728104,motorway_junction,-73.8907512,40.8998468
9337,65561576,motorway_junction,-73.8880983,40.9029659
9339,481201523,motorway_junction,-73.8899962,40.8887857
9347,42728296,motorway_junction,-73.838106,40.83201
9350,42728347,motorway_junction,-73.8322928,40.8557521
9364,103012242,motorway_junction,-73.8727491,40.8563021
9371,596683728,motorway_junction,-73.8725348,40.8241407
9375,42729424,motorway_junction,-73.8717546,40.8538922
9383,767388105,motorway_junction,-73.8226247,40.8572674
9387,471764530,motorway_junction,-73.8082714,40.8185411
9395,65499849,motorway_junction,-73.8266371,40.8566309
9396,65500942,motorway_junction,-73.8266206,40.8570213
9397,470538860,motorway_junction,-73.8337628,40.8554119
11082,529062089,motorway_junction,-73.9310311,40.8160007
11452,42723865,motorway_junction,-73.8743647,40.8243112
11822,470535086,motorway_junction,-73.8311118,40.8576453
11957,252128249,motorway_junction,-73.9187139,40.8800213
12072,2926115549,motorway_junction,-73.9262993,40.8048248
13105,471244587,motorway_junction,-73.9165853,40.8019852
13131,3400630384,motorway_junction,-73.8348311,40.8534723
13348,42756896,motorway_junction,-73.8372629,40.844556
14336,455883751,motorway_junction,-73.8283364,40.6652996
14338,277782536,motorway_junction,-73.805498,40.6650118
14343,274299483,motorway_junction,-73.7793694,40.7635207
14347,274188126,motorway_junction,-73.8284621,40.7761193
14357,479166879,motorway_junction,-73.9207644,40.7332701
14361,599140020,motorway_junction,-73.8075367,40.6555485
14363,462758889,motorway_junction,-73.7233815,40.7366501
14368,39076490,motorway_junction,-73.7570906,40.7624294
14370,42789960,motorway_junction,-73.7563022,40.7615535
14372,464737828,motorway_junction,-73.7401166,40.7383909
14380,42790859,motorway_junction,-73.7668886,40.7263088
14382,460237526,motorway_junction,-73.7549825,40.7274164
14384,106643594,motorway_junction,-73.8413978,40.7416343
14388,484800839,motorway_junction,-73.8821416,40.7686925
14390,599270566,motorway_junction,-73.8608768,40.763225
14400,106203937,motorway_junction,-73.8487201,40.7474922
14401,274326077,motorway_junction,-73.8489623,40.7479124
14402,598669334,motorway_junction,-73.8420059,40.6659953
14404,598669064,motorway_junction,-73.8416339,40.6665609
14413,280141152,motorway_junction,-73.7679996,40.7365004
14424,464877993,motorway_junction,-73.7206537,40.7577313
14426,42791369,motorway_junction,-73.7734794,40.7442737
